idno,netustm,ppltrst,vote,prtvtddk,lvpntyr,tygrtr,gndr,yrbrn,edlvddk,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
81488,60.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1970,60,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,50,,,68.0
81599,240.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2001,65,Female,1982,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",18.0,,,,,55.0
81609,120.0,9.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1994,70,Female,1977,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,37,500000.0,,54.0
81636,150.0,3.0,Yes,Socialdemokratiet - The Social democrats,1988,,Female,1969,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,37,32000.0,,57.0
81734,300.0,7.0,Yes,Socialdemokratiet - The Social democrats,1988,50,Female,1969,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,,50,,,65.0
81867,510.0,6.0,Not eligible to vote,,"Still in parental home, never left 2 months",62,Female,2001,Folkeskole 9.-10. klasse,9.0,7.0,7,1867.0,,61.0
81874,,5.0,No,,1952,50,Male,1932,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,37.0,37,,,81.0
82020,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1981,55,Female,1963,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,30.0,30,29000.0,39000.0,66.0
82073,210.0,7.0,No,,1993,67,Male,1974,Folkeskole 9.-10. klasse,0.0,50.0,50,25000.0,,59.0
82127,240.0,6.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,"Still in parental home, never left 2 months",60,Female,1995,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12.0,,,,,43.0
82130,90.0,8.0,No,,1971,25,Male,1951,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",11.0,37.0,37,,,62.0
82157,120.0,9.0,Yes,Socialdemokratiet - The Social democrats,1972,64,Male,1954,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,40,,,53.0
82227,30.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1968,Never too young,Female,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,22.0,22,,,74.0
82254,270.0,7.0,Yes,Socialdemokratiet - The Social democrats,1980,65,Male,1963,Folkeskole 9.-10. klasse,9.0,37.0,50,27500.0,,52.0
82263,10.0,3.0,Yes,,1962,50,Female,1942,Folkeskole 6.-8. klasse,8.0,37.0,37,,,38.0
82483,180.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,2012,66,Male,1992,Universitetsbachelor. 1. del af kandidatuddannelse,18.0,37.0,37,29000.0,,66.0
82733,270.0,8.0,No,,2011,60,Female,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,32.0,40,27000.0,37000.0,54.0
82755,182.0,9.0,Yes,Dansk Folkeparti - Danish People's Party,1972,59,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",19.0,37.0,40,,,64.0
82813,90.0,6.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1965,67,Female,1950,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",11.0,40.0,40,,,48.0
82832,,8.0,Yes,Dansk Folkeparti - Danish People's Party,1974,60,Male,1951,Folkeskole 6.-8. klasse,9.0,37.0,37,,,67.0
82855,450.0,3.0,Yes,Socialdemokratiet - The Social democrats,2009,45,Male,1990,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",22.0,37.0,43,,,52.0
82898,15.0,5.0,Yes,Socialdemokratiet - The Social democrats,1976,50,Female,1956,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,31.0,31,27000.0,30000.0,45.0
82901,30.0,5.0,Yes,Socialdemokratiet - The Social democrats,1969,,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",9.0,37.0,37,,,82.0
82975,600.0,7.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,2001,55,Female,1983,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13.0,18.0,18,,,58.0
82985,60.0,5.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1966,50,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",40.0,20.0,20,30000.0,,62.0
83000,240.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1977,65,Female,1960,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14.0,37.0,37,38000.0,50000.0,52.0
83084,240.0,2.0,Yes,,1970,45,Female,1954,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11.0,32.0,32,,,69.0
83098,120.0,5.0,Yes,Socialdemokratiet - The Social democrats,1977,,Female,1959,Folkeskole 9.-10. klasse,9.0,37.0,37,,,79.0
83115,480.0,5.0,Yes,,2018,40,Female,1991,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,37,,,28.0
83279,,5.0,Yes,Socialdemokratiet - The Social democrats,1942,,Male,1931,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,40.0,45,,,74.0
83346,120.0,8.0,Not eligible to vote,,2004,60,Female,1983,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,31000.0,,
83385,270.0,7.0,Yes,Liberal Alliance - Liberal Alliance,2005,60,Male,1984,"Forskeruddannelse. Ph.d., doktor",20.0,37.0,45,50000.0,53000.0,59.0
83422,30.0,6.0,Yes,Dansk Folkeparti - Danish People's Party,1976,60,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,36.0,36,40000.0,,37.0
83476,480.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1985,60,Female,1966,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,37.0,40,35000.0,,66.0
83616,305.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2005,60,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,38,32500.0,,79.0
83816,480.0,9.0,Yes,,1993,55,Female,1976,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,40,38500.0,,126.0
83829,60.0,8.0,Yes,Socialdemokratiet - The Social democrats,1985,40,Female,1967,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,31.0,33,18000.0,,56.0
83863,420.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1998,60,Male,1978,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",17.0,18.0,20,40000.0,,68.0
84015,240.0,8.0,Yes,,1990,54,Female,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,30.0,2,,31000.0,59.0
84157,,7.0,Yes,,1960,60,Female,1944,Folkeskole 6.-8. klasse,8.0,30.0,30,,,51.0
84167,240.0,7.0,Yes,Other,2012,30,Male,1990,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,37.0,40,36000.0,,38.0
84222,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1970,62,Male,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,60,,,58.0
84234,540.0,10.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1999,55,Male,1981,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,45,67000.0,45000.0,57.0
84238,180.0,8.0,Yes,Socialdemokratiet - The Social democrats,2006,50,Male,1986,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",4.0,35.0,31,,38000.0,84.0
84257,360.0,5.0,No,,2006,30,Female,1987,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,38.0,39,29000.0,,53.0
84317,120.0,8.0,Yes,,1959,65,Male,1942,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",10.0,,8,,,61.0
84435,60.0,4.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1996,55,Male,1973,Folkeskole 9.-10. klasse,11.0,37.0,40,41500.0,47000.0,56.0
84437,600.0,7.0,Yes,Socialdemokratiet - The Social democrats,1995,65,Female,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13.0,37.0,45,35000.0,,52.0
84475,722.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1986,5,Female,1968,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",2.0,37.0,45,55000.0,,66.0
84533,,5.0,Yes,Socialdemokratiet - The Social democrats,1957,,Male,1939,Folkeskole 6.-8. klasse,21.0,40.0,40,,,59.0
84771,540.0,6.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2013,55,Male,1992,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,20.0,20,,,54.0
84926,90.0,8.0,Yes,Socialdemokratiet - The Social democrats,1973,60,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",14.0,37.0,37,,,44.0
84960,300.0,4.0,Yes,Socialdemokratiet - The Social democrats,1993,67,Male,1973,Folkeskole 9.-10. klasse,0.0,37.0,37,,,54.0
84988,120.0,10.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1974,50,Female,1957,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,30.0,30,30000.0,35000.0,65.0
85013,120.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1968,62,Female,1948,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,35.0,35,,,49.0
85036,240.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1971,50,Female,1949,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13.0,37.0,41,,,82.0
85258,120.0,8.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1981,60,Female,1959,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",13.0,32.0,32,27000.0,30000.0,69.0
85318,540.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1995,55,Female,1976,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",20.0,40.0,47,90000.0,80000.0,49.0
85388,150.0,9.0,Yes,Socialdemokratiet - The Social democrats,1984,60,Male,1966,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11.0,37.0,40,34000.0,,48.0
85395,30.0,7.0,Yes,Socialdemokratiet - The Social democrats,1965,50,Female,1945,Universitetsbachelor. 1. del af kandidatuddannelse,19.0,37.0,42,,,52.0
85437,,8.0,Yes,Socialdemokratiet - The Social democrats,1953,60,Male,1937,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,,,62.0
85521,10.0,7.0,Yes,Dansk Folkeparti - Danish People's Party,1998,58,Female,1975,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,28000.0,35000.0,63.0
85576,30.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1957,60,Male,1937,Folkeskole 6.-8. klasse,8.0,37.0,40,,,106.0
85617,120.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1975,60,Female,1957,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,43.0,43,49000.0,40000.0,46.0
85622,90.0,8.0,Yes,Socialdemokratiet - The Social democrats,1978,55,Female,1961,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",16.0,37.0,37,,,56.0
85628,630.0,7.0,Yes,Liberal Alliance - Liberal Alliance,2015,55,Female,1994,Universitetsbachelor. 1. del af kandidatuddannelse,15.0,37.0,50,35800.0,30000.0,56.0
85700,30.0,10.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1980,67,Male,1962,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",14.0,37.0,50,55000.0,,43.0
85801,120.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,2011,60,Female,1990,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",15.0,45.0,50,40000.0,,45.0
85872,,7.0,Yes,Socialdemokratiet - The Social democrats,1976,60,Male,1955,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",15.0,37.0,37,,,71.0
85950,420.0,7.0,Yes,Socialdemokratiet - The Social democrats,2010,60,Male,1992,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",17.0,10.0,10,,,43.0
86011,480.0,9.0,No,,2015,60,Male,1996,Universitetsbachelor. 1. del af kandidatuddannelse,16.0,8.0,8,,,65.0
86165,60.0,7.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1986,60,Female,1966,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",19.0,37.0,50,30000.0,37000.0,65.0
86209,240.0,9.0,Yes,Socialdemokratiet - The Social democrats,2010,,Female,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,30000.0,,68.0
86231,60.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1986,65,Male,1966,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12.0,37.0,42,55000.0,,59.0
86249,,5.0,Yes,,1971,60,Female,1951,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",3.0,37.0,37,,,64.0
86286,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1967,,Male,1946,Folkeskole 6.-8. klasse,0.0,37.0,37,,,70.0
86472,360.0,4.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1991,60,Male,1971,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",21.0,37.0,45,26000.0,,55.0
86488,300.0,4.0,Yes,Det Konservative Folkeparti - Conservative People's Party,2013,58,Female,1993,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,30.0,32,14000.0,,66.0
86592,,5.0,Yes,Socialdemokratiet - The Social democrats,1961,60,Female,1939,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",12.0,37.0,37,,,71.0
86669,30.0,8.0,Yes,Dansk Folkeparti - Danish People's Party,1965,50,Female,1950,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",13.0,37.0,37,,,46.0
86673,60.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1999,65,Female,1981,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,42,45000.0,,63.0
86765,180.0,3.0,Yes,Socialdemokratiet - The Social democrats,1978,60,Female,1959,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,41,38000.0,,59.0
86776,600.0,8.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1990,59,Male,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",18.0,37.0,50,50000.0,45000.0,54.0
86826,180.0,7.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1985,50,Female,1966,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",14.0,37.0,40,28000.0,32000.0,52.0
86882,90.0,6.0,Yes,Socialdemokratiet - The Social democrats,1974,60,Female,1952,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",11.0,30.0,30,,,64.0
86976,90.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1963,50,Male,1944,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",23.0,37.0,45,,,58.0
87044,180.0,9.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1991,67,Female,1973,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,40.0,45,50000.0,,49.0
87087,,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1960,,Male,1946,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",40.0,37.0,37,,,80.0
87167,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1984,60,Male,1962,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",15.0,37.0,42,60000.0,,85.0
87225,240.0,3.0,Not eligible to vote,,2001,60,Female,1986,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",17.0,22.0,25,16000.0,,122.0
87277,,3.0,Yes,Socialdemokratiet - The Social democrats,1979,65,Male,1959,Folkeskole 9.-10. klasse,0.0,37.0,37,,,66.0
87331,510.0,8.0,Yes,Liberal Alliance - Liberal Alliance,1969,60,Female,1952,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",16.0,30.0,30,29000.0,,76.0
87342,90.0,8.0,No,,1981,49,Female,1963,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",13.0,37.0,37,28500.0,34000.0,66.0
87420,,3.0,No,,1953,,Female,1935,Folkeskole 6.-8. klasse,,,,,,73.0
87477,120.0,5.0,No,,1968,,Male,1951,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,37.0,37,,,66.0
87503,480.0,7.0,Yes,Det Radikale Venstre - The Radical Liberal Party,2007,,Male,1988,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,54,,9.0,50.0
87527,480.0,5.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1974,,Male,1956,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",15.0,,70,90000.0,,51.0
87602,300.0,9.0,Yes,Alternativet - The Alternative,2011,60,Male,1991,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",18.0,37.0,2,32000.0,,62.0
87627,120.0,5.0,Yes,Det Konservative Folkeparti - Conservative People's Party,1980,65,Female,1958,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",0.0,37.0,37,35000.0,,63.0
87794,120.0,8.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1987,60,Male,1968,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,38.0,40,,,51.0
87918,270.0,5.0,Yes,Socialdemokratiet - The Social democrats,2008,50,Female,1989,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",17.0,36.0,40,30000.0,35000.0,50.0
87939,450.0,10.0,Yes,Alternativet - The Alternative,2011,55,Male,1993,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",12.0,12.0,12,,,74.0
88116,,7.0,Yes,Other,2010,60,Male,1990,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",16.0,38.0,39,17500.0,,56.0
88161,75.0,5.0,Yes,Dansk Folkeparti - Danish People's Party,2004,65,Male,1983,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",18.0,37.0,37,28000.0,,49.0
88167,600.0,7.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",2011,40,Male,1992,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",13.0,38.0,50,,,56.0
88174,90.0,6.0,Yes,"Venstre, Danmarks Liberale Parti - The Liberal Party",1958,,Male,1945,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",12.0,37.0,43,,,72.0
88285,60.0,9.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1976,59,Female,1961,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",14.0,10.0,10,24000.0,27000.0,72.0
88286,150.0,7.0,Yes,Enhedslisten - Unity List - The Red-Green Alliance,1984,60,Female,1967,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",15.0,37.0,40,34000.0,40000.0,67.0
88292,120.0,7.0,Yes,Socialdemokratiet - The Social democrats,1971,60,Male,1950,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",17.0,37.0,37,,,53.0
88320,120.0,8.0,Yes,Socialdemokratiet - The Social democrats,1979,,Male,1962,Folkeskole 9.-10. klasse,10.0,37.0,43,30000.0,36000.0,70.0
88357,,10.0,No,,1963,,Male,1942,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",4.0,37.0,37,,,72.0
88410,180.0,4.0,No,,1966,Never too young,Female,1953,Folkeskole 9.-10. klasse,9.0,,,,,82.0
88561,60.0,8.0,Yes,SF Socialistisk Folkeparti - Socialist People's Party,1975,50,Male,1957,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",40.0,40.0,60,40000.0,40000.0,63.0
88664,,5.0,Yes,Dansk Folkeparti - Danish People's Party,1957,50,Female,1938,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",4.0,50.0,50,,,98.0
88671,300.0,7.0,Yes,Det Radikale Venstre - The Radical Liberal Party,1988,45,Male,1970,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",19.0,37.0,50,72000.0,,70.0
88677,480.0,8.0,Yes,Socialdemokratiet - The Social democrats,1990,50,Female,1972,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",20.0,37.0,40,37000.0,,51.0
